env,scenario,nEd,sf,oobPeriodNormal,oobPeriodFail,failStart,failEnd,seed,run,oobTx,oobRx,oobPdr,latP50,latWinP50,oobTxWin,oobRxWin,winPdr,inTxTotal,inAckRxTotal,inAckPdr,inTxWin,inAckRxWin,inAckWinPdr,detTdP50
indoor,C2,20,7,900,120,600,1200,1,14,113,14,0.123894,0.0616134,nan,99,0,0,18000,11500,0.638889,6000,0,0,21,
indoor,C2,20,7,900,120,600,1200,1,15,110,12,0.109091,0.0616133,nan,97,0,0,18000,11500,0.638889,6000,0,0,21,
indoor,C2,20,7,900,120,600,1200,1,16,111,14,0.126126,0.0616133,nan,97,0,0,18000,11500,0.638889,6000,0,0,21,
indoor,C2,20,7,900,120,600,1200,1,17,110,15,0.136364,0.0616134,nan,96,0,0,18000,11500,0.638889,6000,0,0,21,
indoor,C2,20,7,900,120,600,1200,1,18,111,13,0.117117,0.0616134,nan,96,0,0,18000,11500,0.638889,6000,0,0,21,
indoor,C2,20,7,900,120,600,1200,1,19,108,11,0.101852,0.0616133,nan,96,0,0,18000,11500,0.638889,6000,0,0,21,
indoor,C2,20,7,900,120,600,1200,1,20,113,12,0.106195,0.0616133,nan,100,0,0,18000,11500,0.638889,6000,0,0,21,
indoor,C2,20,7,900,120,600,1200,1,21,110,15,0.136364,0.0616133,nan,95,0,0,18000,11500,0.638889,6000,0,0,21,
indoor,C2,20,7,900,120,600,1200,1,22,110,14,0.127273,0.0616133,nan,96,0,0,18000,11500,0.638889,6000,0,0,21,
indoor,C2,20,7,900,120,600,1200,1,23,107,10,0.0934579,0.0616133,nan,96,0,0,18000,11500,0.638889,6000,0,0,21,
indoor,C2,20,7,900,120,600,1200,1,24,107,8,0.0747664,0.0616135,nan,99,0,0,18000,11500,0.638889,6000,0,0,21,
indoor,C2,20,7,900,120,600,1200,1,25,113,12,0.106195,0.0616134,nan,99,0,0,18000,11500,0.638889,6000,0,0,21,
indoor,C2,20,7,900,120,600,1200,1,26,111,15,0.135135,0.0616134,nan,95,0,0,18000,11500,0.638889,6000,0,0,21,
indoor,C2,20,7,900,120,600,1200,1,27,111,16,0.144144,0.0616133,nan,95,0,0,18000,11500,0.638889,6000,0,0,21,
indoor,C2,20,7,900,120,600,1200,1,28,110,14,0.127273,0.0616133,nan,95,0,0,18000,11500,0.638889,6000,0,0,21,
indoor,C2,20,7,900,120,600,1200,1,29,109,13,0.119266,0.0616133,nan,96,0,0,18000,11500,0.638889,6000,0,0,21,
indoor,C2,20,7,900,120,600,1200,1,30,105,9,0.0857143,0.0616133,nan,96,0,0,18000,11500,0.638889,6000,0,0,21,
indoor,C2,20,12,900,120,600,1200,1,1,109,26,0.238532,1.48779,nan,81,0,0,18000,11500,0.638889,6000,0,0,21,
indoor,C2,20,12,900,120,600,1200,1,2,106,24,0.226415,1.48779,nan,81,0,0,18000,11500,0.638889,6000,0,0,21,
indoor,C2,20,12,900,120,600,1200,1,3,113,30,0.265487,1.48779,nan,80,0,0,18000,11500,0.638889,6000,0,0,21,
indoor,C2,20,12,900,120,600,1200,1,4,108,27,0.25,1.48779,nan,80,0,0,18000,11500,0.638889,6000,0,0,21,
indoor,C2,20,12,900,120,600,1200,1,5,106,26,0.245283,1.48779,nan,80,0,0,18000,11500,0.638889,6000,0,0,21,
indoor,C2,20,12,900,120,600,1200,1,6,114,33,0.289474,1.48779,nan,80,0,0,18000,11500,0.638889,6000,0,0,21,
indoor,C2,20,12,900,120,600,1200,1,7,108,26,0.240741,1.48779,nan,80,0,0,18000,11500,0.638889,6000,0,0,21,
indoor,C2,20,12,900,120,600,1200,1,8,114,32,0.280702,1.48779,nan,80,0,0,18000,11500,0.638889,6000,0,0,21,
indoor,C2,20,12,900,120,600,1200,1,9,111,31,0.279279,1.48779,nan,80,0,0,18000,11500,0.638889,6000,0,0,21,
indoor,C2,20,12,900,120,600,1200,1,10,109,28,0.256881,1.48779,nan,80,0,0,18000,11500,0.638889,6000,0,0,21,
indoor,C2,20,12,900,120,600,1200,1,11,112,28,0.25,1.48779,nan,80,0,0,18000,11500,0.638889,6000,0,0,21,
indoor,C2,20,12,900,120,600,1200,1,12,108,25,0.231481,1.48779,nan,80,0,0,18000,11500,0.638889,6000,0,0,21,
indoor,C2,20,12,900,120,600,1200,1,13,107,26,0.242991,1.48779,nan,80,0,0,18000,11500,0.638889,6000,0,0,21,
indoor,C2,20,12,900,120,600,1200,1,14,112,31,0.276786,1.48779,nan,81,0,0,18000,11500,0.638889,6000,0,0,21,
indoor,C2,20,12,900,120,600,1200,1,15,109,27,0.247706,1.48779,nan,80,0,0,18000,11500,0.638889,6000,0,0,21,
indoor,C2,20,12,900,120,600,1200,1,16,110,26,0.236364,1.48779,nan,80,0,0,18000,11500,0.638889,6000,0,0,21,
indoor,C2,20,12,900,120,600,1200,1,17,109,27,0.247706,1.48779,nan,80,0,0,18000,11500,0.638889,6000,0,0,21,
indoor,C2,20,12,900,120,600,1200,1,18,111,30,0.27027,1.48779,nan,80,0,0,18000,11500,0.638889,6000,0,0,21,
indoor,C2,20,12,900,120,600,1200,1,19,108,27,0.25,1.48779,nan,80,0,0,18000,11500,0.638889,6000,0,0,21,
indoor,C2,20,12,900,120,600,1200,1,20,112,30,0.267857,1.48779,nan,81,0,0,18000,11500,0.638889,6000,0,0,21,
indoor,C2,20,12,900,120,600,1200,1,21,106,25,0.235849,1.48779,nan,80,0,0,18000,11500,0.638889,6000,0,0,21,
indoor,C2,20,12,900,120,600,1200,1,22,109,27,0.247706,1.48779,nan,82,0,0,18000,11500,0.638889,6000,0,0,21,
indoor,C2,20,12,900,120,600,1200,1,23,105,23,0.219048,1.48779,nan,80,0,0,18000,11500,0.638889,6000,0,0,21,
indoor,C2,20,12,900,120,600,1200,1,24,107,26,0.242991,1.48779,nan,80,0,0,18000,11500,0.638889,6000,0,0,21,
indoor,C2,20,12,900,120,600,1200,1,25,112,29,0.258929,1.48779,nan,80,0,0,18000,11500,0.638889,6000,0,0,21,
indoor,C2,20,12,900,120,600,1200,1,26,111,30,0.27027,1.48779,nan,80,0,0,18000,11500,0.638889,6000,0,0,21,
indoor,C2,20,12,900,120,600,1200,1,27,111,24,0.216216,1.48779,nan,80,0,0,18000,11500,0.638889,6000,0,0,21,
indoor,C2,20,12,900,120,600,1200,1,28,108,28,0.259259,1.48779,nan,80,0,0,18000,11500,0.638889,6000,0,0,21,
indoor,C2,20,12,900,120,600,1200,1,29,109,29,0.266055,1.48779,nan,80,0,0,18000,11500,0.638889,6000,0,0,21,
indoor,C2,20,12,900,120,600,1200,1,30,105,24,0.228571,1.48779,nan,80,0,0,18000,11500,0.638889,6000,0,0,21,
outdoor,C0,20,7,900,120,0,0,1,1,40,34,0.85,0.0616181,nan,0,0,nan,18000,18000,1,0,0,nan,nan,
outdoor,C0,20,7,900,120,0,0,1,2,40,36,0.9,0.0616185,nan,0,0,nan,18000,18000,1,0,0,nan,nan,
outdoor,C0,20,7,900,120,0,0,1,3,40,34,0.85,0.0616181,nan,0,0,nan,18000,18000,1,0,0,nan,nan,
outdoor,C0,20,7,900,120,0,0,1,4,40,30,0.75,0.0616181,nan,0,0,nan,18000,18000,1,0,0,nan,nan,
outdoor,C0,20,7,900,120,0,0,1,5,40,31,0.775,0.0616181,nan,0,0,nan,18000,18000,1,0,0,nan,nan,
outdoor,C0,20,7,900,120,0,0,1,6,39,32,0.820513,0.0616185,nan,0,0,nan,18000,18000,1,0,0,nan,nan,
outdoor,C0,20,7,900,120,0,0,1,7,40,31,0.775,0.0616183,nan,0,0,nan,18000,18000,1,0,0,nan,nan,
outdoor,C0,20,7,900,120,0,0,1,8,40,35,0.875,0.0616183,nan,0,0,nan,18000,18000,1,0,0,nan,nan,
outdoor,C0,20,7,900,120,0,0,1,9,39,35,0.897436,0.0616185,nan,0,0,nan,18000,18000,1,0,0,nan,nan,
outdoor,C0,20,7,900,120,0,0,1,10,40,30,0.75,0.0616183,nan,0,0,nan,18000,18000,1,0,0,nan,nan,
outdoor,C0,20,7,900,120,0,0,1,11,40,36,0.9,0.0616183,nan,0,0,nan,18000,18000,1,0,0,nan,nan,
outdoor,C0,20,7,900,120,0,0,1,12,40,31,0.775,0.0616181,nan,0,0,nan,18000,18000,1,0,0,nan,nan,
outdoor,C0,20,7,900,120,0,0,1,13,40,33,0.825,0.0616183,nan,0,0,nan,18000,18000,1,0,0,nan,nan,
outdoor,C0,20,7,900,120,0,0,1,14,40,31,0.775,0.0616183,nan,0,0,nan,18000,18000,1,0,0,nan,nan,
outdoor,C0,20,7,900,120,0,0,1,15,40,32,0.8,0.0616181,nan,0,0,nan,18000,18000,1,0,0,nan,nan,
outdoor,C0,20,7,900,120,0,0,1,16,40,33,0.825,0.0616183,nan,0,0,nan,18000,18000,1,0,0,nan,nan,
outdoor,C0,20,7,900,120,0,0,1,17,40,35,0.875,0.0616183,nan,0,0,nan,18000,18000,1,0,0,nan,nan,
outdoor,C0,20,7,900,120,0,0,1,18,40,37,0.925,0.0616185,nan,0,0,nan,18000,18000,1,0,0,nan,nan,
outdoor,C0,20,7,900,120,0,0,1,19,40,35,0.875,0.0616183,nan,0,0,nan,18000,18000,1,0,0,nan,nan,
outdoor,C0,20,7,900,120,0,0,1,20,40,32,0.8,0.0616183,nan,0,0,nan,18000,18000,1,0,0,nan,nan,
outdoor,C0,20,7,900,120,0,0,1,21,40,32,0.8,0.0616183,nan,0,0,nan,18000,18000,1,0,0,nan,nan,
outdoor,C0,20,7,900,120,0,0,1,22,40,35,0.875,0.0616185,nan,0,0,nan,18000,18000,1,0,0,nan,nan,
outdoor,C0,20,7,900,120,0,0,1,23,40,36,0.9,0.0616183,nan,0,0,nan,18000,18000,1,0,0,nan,nan,
outdoor,C0,20,7,900,120,0,0,1,24,40,36,0.9,0.0616183,nan,0,0,nan,18000,18000,1,0,0,nan,nan,
outdoor,C0,20,7,900,120,0,0,1,25,40,30,0.75,0.0616183,nan,0,0,nan,18000,18000,1,0,0,nan,nan,
outdoor,C0,20,7,900,120,0,0,1,26,40,34,0.85,0.0616183,nan,0,0,nan,18000,18000,1,0,0,nan,nan,
outdoor,C0,20,7,900,120,0,0,1,27,40,32,0.8,0.0616181,nan,0,0,nan,18000,18000,1,0,0,nan,nan,
outdoor,C0,20,7,900,120,0,0,1,28,40,30,0.75,0.061618,nan,0,0,nan,18000,18000,1,0,0,nan,nan,
outdoor,C0,20,7,900,120,0,0,1,29,40,35,0.875,0.0616181,nan,0,0,nan,18000,18000,1,0,0,nan,nan,
outdoor,C0,20,7,900,120,0,0,1,30,40,35,0.875,0.0616185,nan,0,0,nan,18000,18000,1,0,0,nan,nan,
outdoor,C0,20,12,900,120,0,0,1,1,40,40,1,1.48779,nan,0,0,nan,18000,18000,1,0,0,nan,nan,
outdoor,C0,20,12,900,120,0,0,1,2,40,40,1,1.48779,nan,0,0,nan,18000,18000,1,0,0,nan,nan,
outdoor,C0,20,12,900,120,0,0,1,3,40,38,0.95,1.48779,nan,0,0,nan,18000,18000,1,0,0,nan,nan,
outdoor,C0,20,12,900,120,0,0,1,4,40,39,0.975,1.48779,nan,0,0,nan,18000,18000,1,0,0,nan,nan,
outdoor,C0,20,12,900,120,0,0,1,5,40,39,0.975,1.48779,nan,0,0,nan,18000,18000,1,0,0,nan,nan,
outdoor,C0,20,12,900,120,0,0,1,6,39,38,0.974359,1.48779,nan,0,0,nan,18000,18000,1,0,0,nan,nan,
outdoor,C0,20,12,900,120,0,0,1,7,40,38,0.95,1.48779,nan,0,0,nan,18000,18000,1,0,0,nan,nan,
outdoor,C0,20,12,900,120,0,0,1,8,40,40,1,1.48779,nan,0,0,nan,18000,18000,1,0,0,nan,nan,
outdoor,C0,20,12,900,120,0,0,1,9,39,38,0.974359,1.48779,nan,0,0,nan,18000,18000,1,0,0,nan,nan,
outdoor,C0,20,12,900,120,0,0,1,10,40,40,1,1.48779,nan,0,0,nan,18000,18000,1,0,0,nan,nan,
outdoor,C0,20,12,900,120,0,0,1,11,40,40,1,1.48779,nan,0,0,nan,18000,18000,1,0,0,nan,nan,
outdoor,C0,20,12,900,120,0,0,1,12,40,39,0.975,1.48779,nan,0,0,nan,18000,18000,1,0,0,nan,nan,
outdoor,C0,20,12,900,120,0,0,1,13,40,35,0.875,1.48779,nan,0,0,nan,18000,18000,1,0,0,nan,nan,
outdoor,C0,20,12,900,120,0,0,1,14,40,39,0.975,1.48779,nan,0,0,nan,18000,18000,1,0,0,nan,nan,
outdoor,C0,20,12,900,120,0,0,1,15,40,37,0.925,1.48779,nan,0,0,nan,18000,18000,1,0,0,nan,nan,
outdoor,C0,20,12,900,120,0,0,1,16,40,39,0.975,1.48779,nan,0,0,nan,18000,18000,1,0,0,nan,nan,
outdoor,C0,20,12,900,120,0,0,1,17,40,40,1,1.48779,nan,0,0,nan,18000,18000,1,0,0,nan,nan,
outdoor,C0,20,12,900,120,0,0,1,18,40,40,1,1.48779,nan,0,0,nan,18000,18000,1,0,0,nan,nan,
outdoor,C0,20,12,900,120,0,0,1,19,40,40,1,1.48779,nan,0,0,nan,18000,18000,1,0,0,nan,nan,
outdoor,C0,20,12,900,120,0,0,1,20,40,38,0.95,1.48779,nan,0,0,nan,18000,18000,1,0,0,nan,nan,
outdoor,C0,20,12,900,120,0,0,1,21,40,39,0.975,1.48779,nan,0,0,nan,18000,18000,1,0,0,nan,nan,
outdoor,C0,20,12,900,120,0,0,1,22,40,40,1,1.48779,nan,0,0,nan,18000,18000,1,0,0,nan,nan,
outdoor,C0,20,12,900,120,0,0,1,23,40,39,0.975,1.48779,nan,0,0,nan,18000,18000,1,0,0,nan,nan,
outdoor,C0,20,12,900,120,0,0,1,24,40,39,0.975,1.48779,nan,0,0,nan,18000,18000,1,0,0,nan,nan,
outdoor,C0,20,12,900,120,0,0,1,25,40,38,0.95,1.48779,nan,0,0,nan,18000,18000,1,0,0,nan,nan,
outdoor,C0,20,12,900,120,0,0,1,26,40,39,0.975,1.48779,nan,0,0,nan,18000,18000,1,0,0,nan,nan,
outdoor,C0,20,12,900,120,0,0,1,27,40,36,0.9,1.48779,nan,0,0,nan,18000,18000,1,0,0,nan,nan,
outdoor,C0,20,12,900,120,0,0,1,28,40,39,0.975,1.48779,nan,0,0,nan,18000,18000,1,0,0,nan,nan,
outdoor,C0,20,12,900,120,0,0,1,29,40,40,1,1.48779,nan,0,0,nan,18000,18000,1,0,0,nan,nan,
outdoor,C0,20,12,900,120,0,0,1,30,40,39,0.975,1.48779,nan,0,0,nan,18000,18000,1,0,0,nan,nan,
outdoor,C1,20,7,900,120,600,1200,1,1,112,92,0.821429,0.0616183,0.0616185,99,79,0.79798,18000,11500,0.638889,6000,0,0,21,
outdoor,C1,20,7,900,120,600,1200,1,2,107,93,0.869159,0.0616185,0.0616185,96,83,0.864583,18000,11500,0.638889,6000,0,0,21,
outdoor,C1,20,7,900,120,600,1200,1,3,114,95,0.833333,0.0616181,0.0616181,100,83,0.83,18000,11500,0.638889,6000,0,0,21,
outdoor,C1,20,7,900,120,600,1200,1,4,111,88,0.792793,0.0616181,0.0616181,97,78,0.804124,18000,11500,0.638889,6000,0,0,21,
outdoor,C1,20,7,900,120,600,1200,1,5,107,90,0.841121,0.0616183,0.0616183,95,82,0.863158,18000,11500,0.638889,6000,0,0,21,
outdoor,C1,20,7,900,120,600,1200,1,6,115,98,0.852174,0.0616183,0.0616183,99,85,0.858586,18000,11500,0.638889,6000,0,0,21,
outdoor,C1,20,7,900,120,600,1200,1,7,109,91,0.834862,0.0616185,0.0616185,95,79,0.831579,18000,11500,0.638889,6000,0,0,21,
outdoor,C1,20,7,900,120,600,1200,1,8,115,96,0.834783,0.0616183,0.0616183,98,83,0.846939,18000,11500,0.638889,6000,0,0,21,
outdoor,C1,20,7,900,120,600,1200,1,9,114,105,0.921053,0.0616185,0.0616183,102,94,0.921569,18000,11500,0.638889,6000,0,0,21,
outdoor,C1,20,7,900,120,600,1200,1,10,110,81,0.736364,0.0616183,0.0616183,97,75,0.773196,18000,11500,0.638889,6000,0,0,21,
outdoor,C1,20,7,900,120,600,1200,1,11,113,98,0.867257,0.0616183,0.0616183,97,83,0.85567,18000,11500,0.638889,6000,0,0,21,
outdoor,C1,20,7,900,120,600,1200,1,12,108,76,0.703704,0.0616181,0.0616181,96,67,0.697917,18000,11500,0.638889,6000,0,0,21,
outdoor,C1,20,7,900,120,600,1200,1,13,108,92,0.851852,0.0616183,0.0616183,98,85,0.867347,18000,11500,0.638889,6000,0,0,21,
outdoor,C1,20,7,900,120,600,1200,1,14,113,98,0.867257,0.0616181,0.0616181,99,85,0.858586,18000,11500,0.638889,6000,0,0,21,
outdoor,C1,20,7,900,120,600,1200,1,15,110,89,0.809091,0.0616183,0.0616183,97,78,0.804124,18000,11500,0.638889,6000,0,0,21,
outdoor,C1,20,7,900,120,600,1200,1,16,111,95,0.855856,0.0616185,0.0616185,97,82,0.845361,18000,11500,0.638889,6000,0,0,21,
outdoor,C1,20,7,900,120,600,1200,1,17,110,97,0.881818,0.0616181,0.0616181,96,83,0.864583,18000,11500,0.638889,6000,0,0,21,
outdoor,C1,20,7,900,120,600,1200,1,18,111,92,0.828829,0.0616183,0.0616183,96,78,0.8125,18000,11500,0.638889,6000,0,0,21,
outdoor,C1,20,7,900,120,600,1200,1,19,108,85,0.787037,0.0616183,0.0616183,96,76,0.791667,18000,11500,0.638889,6000,0,0,21,
outdoor,C1,20,7,900,120,600,1200,1,20,113,100,0.884956,0.0616183,0.0616183,100,90,0.9,18000,11500,0.638889,6000,0,0,21,
outdoor,C1,20,7,900,120,600,1200,1,21,110,89,0.809091,0.0616183,0.0616183,95,79,0.831579,18000,11500,0.638889,6000,0,0,21,
outdoor,C1,20,7,900,120,600,1200,1,22,110,90,0.818182,0.0616183,0.0616185,96,76,0.791667,18000,11500,0.638889,6000,0,0,21,
outdoor,C1,20,7,900,120,600,1200,1,23,107,93,0.869159,0.0616185,0.0616183,96,82,0.854167,18000,11500,0.638889,6000,0,0,21,
outdoor,C1,20,7,900,120,600,1200,1,24,107,91,0.850467,0.0616185,0.0616183,99,83,0.838384,18000,11500,0.638889,6000,0,0,21,
outdoor,C1,20,7,900,120,600,1200,1,25,113,99,0.876106,0.0616183,0.0616183,99,89,0.89899,18000,11500,0.638889,6000,0,0,21,
outdoor,C1,20,7,900,120,600,1200,1,26,111,94,0.846847,0.0616183,0.0616183,95,80,0.842105,18000,11500,0.638889,6000,0,0,21,
outdoor,C1,20,7,900,120,600,1200,1,27,111,99,0.891892,0.0616183,0.0616183,95,86,0.905263,18000,11500,0.638889,6000,0,0,21,
outdoor,C1,20,7,900,120,600,1200,1,28,110,87,0.790909,0.0616183,0.0616183,95,76,0.8,18000,11500,0.638889,6000,0,0,21,
outdoor,C1,20,7,900,120,600,1200,1,29,109,89,0.816514,0.0616181,0.0616183,96,79,0.822917,18000,11500,0.638889,6000,0,0,21,
outdoor,C1,20,7,900,120,600,1200,1,30,105,89,0.847619,0.0616183,0.0616183,96,82,0.854167,18000,11500,0.638889,6000,0,0,21,
outdoor,C1,20,12,900,120,600,1200,1,1,109,98,0.899083,1.48779,1.48779,81,72,0.888889,18000,11500,0.638889,6000,0,0,21,
outdoor,C1,20,12,900,120,600,1200,1,2,106,96,0.90566,1.48779,1.48779,81,72,0.888889,18000,11500,0.638889,6000,0,0,21,
outdoor,C1,20,12,900,120,600,1200,1,3,113,104,0.920354,1.48779,1.48779,80,73,0.9125,18000,11500,0.638889,6000,0,0,21,
outdoor,C1,20,12,900,120,600,1200,1,4,108,103,0.953704,1.48779,1.48779,80,77,0.9625,18000,11500,0.638889,6000,0,0,21,
outdoor,C1,20,12,900,120,600,1200,1,5,106,98,0.924528,1.48779,1.48779,80,72,0.9,18000,11500,0.638889,6000,0,0,21,
outdoor,C1,20,12,900,120,600,1200,1,6,114,110,0.964912,1.48779,1.48779,80,77,0.9625,18000,11500,0.638889,6000,0,0,21,
outdoor,C1,20,12,900,120,600,1200,1,7,108,97,0.898148,1.48779,1.48779,80,72,0.9,18000,11500,0.638889,6000,0,0,21,
outdoor,C1,20,12,900,120,600,1200,1,8,114,108,0.947368,1.48779,1.48779,80,76,0.95,18000,11500,0.638889,6000,0,0,21,
outdoor,C1,20,12,900,120,600,1200,1,9,111,102,0.918919,1.48779,1.48779,80,72,0.9,18000,11500,0.638889,6000,0,0,21,
outdoor,C1,20,12,900,120,600,1200,1,10,109,103,0.944954,1.48779,1.48779,80,76,0.95,18000,11500,0.638889,6000,0,0,21,
outdoor,C1,20,12,900,120,600,1200,1,11,112,98,0.875,1.48779,1.48779,80,70,0.875,18000,11500,0.638889,6000,0,0,21,
outdoor,C1,20,12,900,120,600,1200,1,12,108,94,0.87037,1.48779,1.48779,80,70,0.875,18000,11500,0.638889,6000,0,0,21,
outdoor,C1,20,12,900,120,600,1200,1,13,107,96,0.897196,1.48779,1.48779,80,72,0.9,18000,11500,0.638889,6000,0,0,21,
outdoor,C1,20,12,900,120,600,1200,1,14,112,105,0.9375,1.48779,1.48779,81,76,0.938272,18000,11500,0.638889,6000,0,0,21,
outdoor,C1,20,12,900,120,600,1200,1,15,109,99,0.908257,1.48779,1.48779,80,73,0.9125,18000,11500,0.638889,6000,0,0,21,
outdoor,C1,20,12,900,120,600,1200,1,16,110,99,0.9,1.48779,1.48779,80,72,0.9,18000,11500,0.638889,6000,0,0,21,
outdoor,C1,20,12,900,120,600,1200,1,17,109,96,0.880734,1.48779,1.48779,80,70,0.875,18000,11500,0.638889,6000,0,0,21,
outdoor,C1,20,12,900,120,600,1200,1,18,111,106,0.954955,1.48779,1.48779,80,77,0.9625,18000,11500,0.638889,6000,0,0,21,
outdoor,C1,20,12,900,120,600,1200,1,19,108,102,0.944444,1.48779,1.48779,80,75,0.9375,18000,11500,0.638889,6000,0,0,21,
outdoor,C1,20,12,900,120,600,1200,1,20,112,105,0.9375,1.48779,1.48779,81,75,0.925926,18000,11500,0.638889,6000,0,0,21,
outdoor,C1,20,12,900,120,600,1200,1,21,106,98,0.924528,1.48779,1.48779,80,74,0.925,18000,11500,0.638889,6000,0,0,21,
outdoor,C1,20,12,900,120,600,1200,1,22,109,95,0.87156,1.48779,1.48779,82,70,0.853659,18000,11500,0.638889,6000,0,0,21,
outdoor,C1,20,12,900,120,600,1200,1,23,105,97,0.92381,1.48779,1.48779,80,75,0.9375,18000,11500,0.638889,6000,0,0,21,
outdoor,C1,20,12,900,120,600,1200,1,24,107,101,0.943925,1.48779,1.48779,80,74,0.925,18000,11500,0.638889,6000,0,0,21,
outdoor,C1,20,12,900,120,600,1200,1,25,112,105,0.9375,1.48779,1.48779,80,78,0.975,18000,11500,0.638889,6000,0,0,21,
outdoor,C1,20,12,900,120,600,1200,1,26,111,104,0.936937,1.48779,1.48779,80,76,0.95,18000,11500,0.638889,6000,0,0,21,
outdoor,C1,20,12,900,120,600,1200,1,27,111,96,0.864865,1.48779,1.48779,80,72,0.9,18000,11500,0.638889,6000,0,0,21,
outdoor,C1,20,12,900,120,600,1200,1,28,108,105,0.972222,1.48779,1.48779,80,77,0.9625,18000,11500,0.638889,6000,0,0,21,
outdoor,C1,20,12,900,120,600,1200,1,29,109,100,0.917431,1.48779,1.48779,80,71,0.8875,18000,11500,0.638889,6000,0,0,21,
outdoor,C1,20,12,900,120,600,1200,1,30,105,87,0.828571,1.48779,1.48779,80,65,0.8125,18000,11500,0.638889,6000,0,0,21,
outdoor,C2,20,7,900,120,600,1200,1,1,112,13,0.116071,0.0616183,nan,99,0,0,18000,11500,0.638889,6000,0,0,21,
outdoor,C2,20,7,900,120,600,1200,1,2,107,10,0.0934579,0.0616188,nan,96,0,0,18000,11500,0.638889,6000,0,0,21,
outdoor,C2,20,7,900,120,600,1200,1,3,114,12,0.105263,0.0616178,nan,100,0,0,18000,11500,0.638889,6000,0,0,21,
outdoor,C2,20,7,900,120,600,1200,1,4,111,10,0.0900901,0.061618,nan,97,0,0,18000,11500,0.638889,6000,0,0,21,
