env,scenario,nEd,sf,oobPeriodNormal,oobPeriodFail,failStart,failEnd,seed,run,oobTx,oobRx,oobPdr,latP50,latWinP50,oobTxWin,oobRxWin,winPdr,inTxTotal,inAckRxTotal,inAckPdr,inTxWin,inAckRxWin,inAckWinPdr,detTdP50
outdoor,C0,100,12,900,120,0,0,1,3,199,189,0.949749,1.48779,nan,0,0,nan,90000,90000,1,0,0,nan,nan,
outdoor,C0,100,12,900,120,0,0,1,4,200,189,0.945,1.48779,nan,0,0,nan,90000,90000,1,0,0,nan,nan,
outdoor,C0,100,12,900,120,0,0,1,5,200,185,0.925,1.48779,nan,0,0,nan,90000,90000,1,0,0,nan,nan,
outdoor,C1,100,7,900,120,600,1200,1,1,555,494,0.89009,0.0616169,0.0616169,484,433,0.894628,90000,57500,0.638889,30000,0,0,21,
outdoor,C1,100,7,900,120,600,1200,1,2,551,488,0.885662,0.0616167,0.0616167,483,431,0.89234,90000,57500,0.638889,30000,0,0,21,
outdoor,C1,100,7,900,120,600,1200,1,3,550,491,0.892727,0.0616169,0.0616169,484,431,0.890496,90000,57500,0.638889,30000,0,0,21,
outdoor,C1,100,7,900,120,600,1200,1,4,556,493,0.886691,0.0616169,0.0616169,485,429,0.884536,90000,57500,0.638889,30000,0,0,21,
outdoor,C1,100,7,900,120,600,1200,1,5,554,486,0.877256,0.0616169,0.0616169,486,428,0.880658,90000,57500,0.638889,30000,0,0,21,
outdoor,C1,100,12,900,120,600,1200,1,1,547,383,0.700183,1.48779,1.48779,400,263,0.6575,90000,57500,0.638889,30000,0,0,21,
outdoor,C1,100,12,900,120,600,1200,1,2,549,387,0.704918,1.48779,1.48779,400,274,0.685,90000,57500,0.638889,30000,0,0,21,
outdoor,C1,100,12,900,120,600,1200,1,3,545,380,0.697248,1.48779,1.48779,401,265,0.660848,90000,57500,0.638889,30000,0,0,21,
outdoor,C1,100,12,900,120,600,1200,1,4,551,388,0.704174,1.48779,1.48779,401,269,0.670823,90000,57500,0.638889,30000,0,0,21,
outdoor,C1,100,12,900,120,600,1200,1,5,548,390,0.711679,1.48779,1.48779,401,276,0.688279,90000,57500,0.638889,30000,0,0,21,
outdoor,C2,100,7,900,120,600,1200,1,1,555,61,0.10991,0.0616166,nan,484,0,0,90000,57500,0.638889,30000,0,0,21,
outdoor,C2,100,7,900,120,600,1200,1,2,551,57,0.103448,0.0616169,nan,483,0,0,90000,57500,0.638889,30000,0,0,21,
outdoor,C2,100,7,900,120,600,1200,1,3,550,60,0.109091,0.0616171,nan,484,0,0,90000,57500,0.638889,30000,0,0,21,
outdoor,C2,100,7,900,120,600,1200,1,4,556,64,0.115108,0.0616167,nan,485,0,0,90000,57500,0.638889,30000,0,0,21,
outdoor,C2,100,7,900,120,600,1200,1,5,554,58,0.104693,0.0616167,nan,486,0,0,90000,57500,0.638889,30000,0,0,21,
outdoor,C2,100,12,900,120,600,1200,1,1,547,120,0.219378,1.48779,nan,400,0,0,90000,57500,0.638889,30000,0,0,21,
outdoor,C2,100,12,900,120,600,1200,1,2,549,113,0.205829,1.48779,nan,400,0,0,90000,57500,0.638889,30000,0,0,21,
outdoor,C2,100,12,900,120,600,1200,1,3,545,115,0.211009,1.48779,nan,401,0,0,90000,57500,0.638889,30000,0,0,21,
outdoor,C2,100,12,900,120,600,1200,1,4,551,119,0.215971,1.48779,nan,401,0,0,90000,57500,0.638889,30000,0,0,21,
outdoor,C2,100,12,900,120,600,1200,1,5,548,114,0.208029,1.48779,nan,401,0,0,90000,57500,0.638889,30000,0,0,21,
